"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10413885/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Work Based Learning Program Data Center Operations Technician","team-no-matching-primary-label-listed","","New Carlisle, IN","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10525799/work-based-learning-program-data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387132/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering Operation Technician","team-support","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10468220/engineering-operation-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387136/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387122/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10413907/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10400135/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician, DCC Communities ","team-administrative-support-primary","","Umatilla, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/3197404/data-center-operations-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs"," Data Center Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10440159/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387135/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387120/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10415040/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10415018/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10413897/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10413861/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10410275/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Infrastructure Delivery Manager","team-support-engineer-primary","","Sparks, NV","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10519830/data-center-infrastructure-delivery-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Infrastructure Delivery Manager","team-support-engineer-primary","","Sparks, NV","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10519828/data-center-infrastructure-delivery-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Infrastructure Delivery Manager","team-support-engineer-primary","","Fredericksburg, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10492901/data-center-infrastructure-delivery-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Engineering Operations Technician","team-support-engineer-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10517277/data-center-engineering-operations-technician","gov_customer","govcloud"
